"X","nct_id","last_update_submitted_date","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region","trial_type"
51,"NCT01800487","2013-12-23","2013-02-21",NA,"Interventional","Not Applicable",80,"Completed","The Efficacy of Silymarin on the Prevention of Hepatotoxicity From Antituberculosis Drugs","The Efficacy of Silymarin on the Prevention of Hepatotoxicity From Antituberculosis Drugs","2012-01-01","2013-07-01","2013-06-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Thailand","LMIC","tuberculosis"
52,"NCT00608790","2012-07-23","2008-01-31",NA,"Interventional","Not Applicable",600,"Unknown status","Diagnostic Yield of Induced Sputum for Rapid Diagnosis of Pulmonary Tuberculosis","Rapid Diagnosis of Pulmonary Tuberculosis","2008-02-01","2013-04-01","2012-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis"
53,"NCT01979900","2018-05-30","2013-11-04",NA,"Interventional","Phase 3",10000,"Completed","Phase III Clinical Study of Efficacy and Safety of Mycobacterium Vaccae to Prevent Tuberculosis in High Risk Groups of Tuberculosis Infection","Phase III Clinical Study of Efficacy and Safety of Vaccae™ to Prevent Tuberculosis","2013-10-01","2017-11-26","2017-11-26",FALSE,"Randomized","Double","INDUSTRY",TRUE,"Multicentric Local","China","LMIC","tuberculosis"
54,"NCT02378207","2019-10-28","2015-02-12","2019-09-03","Interventional","Phase 1",84,"Completed","A Randomized, Placebo-controlled, Partially Blinded Phase 1b Clinical Trial to Evaluate the Safety and Immunogenicity of BCG Revaccination, H4:IC31, and H56:IC31 in Healthy, HIV-1-Uninfected Adolescent Participants","Safety and Immunogenicity Study of BCG, H4:IC31, and H56:IC31 Revaccination in Healthy Adolescents","2015-05-01","2016-12-09","2016-10-31",TRUE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis"
55,"NCT01693224","2012-09-23","2012-09-23",NA,"Interventional","Not Applicable",512,"Unknown status","Feasibility of Using the Inverness Lateral Flow Urine LAM Test for Diagnosis of Tuberculosis in HIV-Positive TB Suspects in Cape Town, South Africa","Feasibility of a Lateral Flow Urine LAM Test for Diagnosis of Tuberculosis in South Africa","2011-04-01","2013-02-01","2013-02-01",FALSE,NA,"None (Open Label)","NETWORK",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis"
56,"NCT02169570","2014-06-19","2014-06-16",NA,"Interventional","Phase 4",435,"Unknown status","Effect of Supplementary Vitamin D in Patients With Diabetes Mellitus and Pulmonary Tuberculosis (EVIDENT Study): a Randomized, Double Blind, Controlled Trial","Effect of Supplementary Vitamin D in Patients With Diabetes Mellitus and Pulmonary Tuberculosis","2014-12-01","2017-12-01","2016-12-01",FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","Pakistan","LMIC","tuberculosis"
57,"NCT01136161","2013-01-23","2010-05-31",NA,"Interventional","Phase 2",95,"Completed","Double-Blind, Randomized, Placebo-Controlled Phase II Clinical Trial to Investigate the Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI® Following One Month of Isoniazid Treatment in Subjects With Latent Tuberculosis Infection","Clinical Trial to Investigate the Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI® Following One Month of Isoniazid Treatment in Subjects With Latent Tuberculosis Infection","2010-06-01","2011-05-01","2011-05-01",FALSE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis"
58,"NCT00972699","2013-05-01","2009-09-04",NA,"Interventional","Phase 2",1200,"Completed","Mentor Mothers: A Sustainable Family Intervention in South African Townships","Mentor Mothers: A Sustainable Family Intervention in South African Townships","2008-07-01","2011-12-01","2011-12-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis"
59,"NCT02060006","2014-04-02","2014-02-07",NA,"Interventional","Phase 3",200,"Unknown status","A Double-Blind Randomized Placebo Controlled Trial for Prevention of Tuberculosis-Immune Reconstitution Inflammatory Syndrome With Non-Steroid Anti-Inflammatory Drugs (NSAIDs) in HIV-Infected Adults","TB-IRIS NSAID Cox-2 Inhibitor Prevention Trial","2014-04-01","2015-04-01","2015-04-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis"
60,"NCT02627209","2015-12-09","2015-11-26",NA,"Interventional","Not Applicable",280,"Unknown status","Non-infectious and Infectious Uveitis Diagnosis","The Serum Angiotensin Converting Enzyme and Lysozyme Levels in Patients Non-infectious and Infectious Uveitis","2014-06-01","2017-01-01","2016-02-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Turkey","LMIC","tuberculosis"
61,"NCT03918226","2019-04-15","2019-04-15",NA,"Interventional","Not Applicable",80,"Completed","Acute Presentation and Management of Abdominal Tuberculosis: A Ten-year Experience at a Tertiary Care Center in Pakistan","Acute Presentation and Management of Abdominal Tuberculosis: A Ten-year Experience at a Tertiary Care Center in Pakistan","2008-05-01","2018-04-30","2018-04-30",FALSE,NA,"None (Open Label)","OTHER_GOV",FALSE,"Monocentric","Pakistan","LMIC","tuberculosis"
62,"NCT02075203","2019-08-22","2014-02-17","2019-02-14","Interventional","Phase 2",989,"Completed","A Randomized, Placebo Controlled, Partially Blinded Phase II Study to Evaluate Safety, Immunogenicity, and Prevention of Infection With Mycobacterium Tuberculosis of AERAS-404 and BCG Revaccination in Healthy Adolescents","Evaluation of Safety, Immunogenicity, and Prevention of TB With AERAS-404 and BCG Revaccination in Healthy Adolescents","2014-02-01","2017-10-06","2017-08-28",TRUE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis"
63,"NCT02391415","2018-04-17","2015-03-05",NA,"Interventional","Phase 2",416,"Completed","Phase II Double-blind, Randomized, Controlled Study to Evaluate Safety and Immunogenicity of VPM1002 Compared With BCG in HIV-exposed and HIV-unexposed, BCG-naive Newborn Infants","Study to Evaluate the Safety and Immunogenicity of VPM1002 in Comparison With BCG in HIV-exposed/-Unexposed Newborn Infants in South Africa","2015-06-01","2017-11-01","2017-11-01",FALSE,"Randomized","Triple","INDUSTRY",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis"
64,"NCT00507000","2011-01-26","2007-07-23",NA,"Interventional","Phase 3",150,"Unknown status","Role of Oral Vitamin D as an Adjunct Therapy in Category I Pulmonary Tuberculosis Along With Assessment of Immunological Parameters. (Double-blind, Randomized, Placebo-Controlled, Clinical Trial)","Pulmonary Tuberculosis and Vitamin D","2008-05-01","2012-09-01","2010-09-01",FALSE,"Randomized","Triple","OTHER_GOV",FALSE,"Monocentric","India","LMIC","tuberculosis"
65,"NCT00677339","2012-01-17","2008-05-12",NA,"Interventional","Phase 3",200,"Completed","Phase 3 Trial of Oral L-arginine and / or Vitamin D as Adjunctive Therapies in Pulmonary Tuberculosis in Papua Province, Indonesia.","L-arginine and Vitamin D Adjunctive Therapy in Pulmonary Tuberculosis (TB)","2008-06-01","2010-05-01","2010-02-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Indonesia","LMIC","tuberculosis"
66,"NCT02389322","2017-03-15","2015-03-05",NA,"Interventional","Phase 2",1044,"Completed","Phase IIb Clinical Study of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 on Healthy People Aged 18-65,Adopting Randomized Blinded and Parallel Controlled Method","Phase IIb Clinical Study of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 on Healthy People Aged 18-65","2015-03-01","2015-09-01","2015-07-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","China","LMIC","tuberculosis"
67,"NCT00850915","2013-05-17","2009-02-24",NA,"Interventional","Phase 4",1259,"Completed","Feasibility and Effectiveness of Community Based Isoniazid Preventive Therapy in Kenya","Feasibility and Effectiveness of Community Based Isoniazid Preventive Therapy in Kenya","2009-04-01","2012-11-01","2012-11-01",FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Kenya","LMIC","tuberculosis"
68,"NCT01521364","2013-05-27","2011-09-13","2013-01-17","Interventional","Phase 4",7,"Completed","The Pharmacokinetic Effect of Clarithromycin on the AUC0-12h of Linezolid in Multidrug-resistant and Extensively Drug-resistant Tuberculosis (MDR/XDR-TB) Patients","Drug Interaction Study Between Linezolid and Clarithromycin in Tuberculosis Patients","2011-12-01","2012-11-01","2012-10-01",TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","tuberculosis"
69,"NCT00990990","2013-08-27","2009-10-06",NA,"Interventional","Phase 1",59,"Completed","A Phase 1, Double-Blind, Randomized, Placebo-Controlled Study To Evaluate The Safety, Tolerability, Pharmacokinetics And Pharmacodynamics Of PNU-100480 (PF-02341272) After Administration Of Multiple Escalating Oral Doses To Healthy Adult Subjects","Safety, Tolerability, Pharmacokinetics And Measurement Of Whole Blood Activity (WBA) Of PNU-100480 After Multiple Oral Doses In Healthy Adult Volunteers","2009-10-01","2010-05-01","2010-05-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis"
70,"NCT02175134","2018-08-28","2014-06-25",NA,"Interventional","Not Applicable",2,"Terminated","IFN-gamma-releasing Assay Based Approach in Patients With Suspected Tuberculous Peritonitis","IFN-gamma-releasing Assay Based Approach in Patients With Suspected Tuberculous Peritonitis","2014-07-01","2018-06-01","2018-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis"
71,"NCT01162486","2019-01-29","2010-07-13","2014-11-20","Interventional","Phase 1",37,"Completed","Phase I Dose Escalation Study of the Pharmacokinetics, Safety and Tolerability of Rifapentine and the Effects of Increasing Doses of Rifapentine on Induction of Metabolizing Enzymes in Healthy Volunteers","Pharmacokinetics, Safety and Tolerability of Escalating Rifapentine Doses in Healthy Volunteers","2010-04-01","2011-03-01","2011-02-01",TRUE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC","tuberculosis"
72,"NCT02778828","2019-02-01","2016-05-12",NA,"Interventional","Not Applicable",31,"Completed","Determination of Pharmacokinetic and Therapeutic Adaptation of Linezolid in the Treatment of Multi-Resistant Tuberculosis MDR-TB","Pharmacokinetic and Therapeutic Adaptation of Linezolid in the Treatment of Multi-Resistant Tuberculosis","2015-11-04","2018-12-31","2017-12-31",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC","tuberculosis"
73,"NCT01011543","2018-08-02","2009-10-05",NA,"Interventional","Not Applicable",160,"Completed","Comparison of Induced Sputum and Bronchoscopic Approach (BAL, Fluoroscopy-guided Transbronchial Biopsies) in Patients Suspected of Pulmonary Tuberculosis With Negative Direct Exam on Three Consecutive Non-induced Sputum Samples","Induced Sputum Versus Bronchoscopy in Smear Negative Pulmonary Tuberculosis","2009-08-01","2015-12-01","2015-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Belgium","HIC","tuberculosis"
74,"NCT02090374","2021-11-03","2014-03-11","2020-07-13","Interventional","Not Applicable",93,"Completed","Development of Human Nasal Challenge Models With Microbial Constituents and Grass Pollen: Monophosphoryl lipidA, Poly-inosine-cytosine, Poly-inosine-cytosine Stabilised With Poly-L-lysine and Carboxymethylcellulose, Resiquimod, Tuberculin and Timothy Grass Pollen","Development of Human Nasal Challenge Models With Microbial Constituents and Grass Pollen","2014-03-01","2017-03-01","2017-03-01",TRUE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis"
75,"NCT01181856","2011-03-25","2010-08-11",NA,"Interventional","Phase 1",24,"Completed","Safety and Immunogenicity of Candidate Tuberculosis (TB) Vaccine MVA85A Administered by the Intramuscular Route and the Intradermal Route: a Phase I Randomised Active Controlled Trial","Safety of Tuberculosis Vaccine, MVA85A, Administered by the Intramuscular Route and the Intradermal Route","2010-01-01","2011-01-01","2011-01-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis"
76,"NCT01242475","2013-01-18","2010-11-16",NA,"Interventional","Phase 2",151,"Completed","A Phase IIa Specificity Trial of the Diagnostic Agent C-Tb, When Given Intradermally by the Mantoux Technique to Healthy Volunteers Previously Vaccinated With BCG","A Trial of the C-Tb Skin Test, When Given Intradermally to Healthy Volunteers Previously Vaccinated With BCG","2011-04-01","2011-11-01","2011-11-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis"
77,"NCT02861768","2023-04-20","2016-08-05",NA,"Interventional","Not Applicable",991,"Completed","Improving the Diagnostic of Tuberculosis","Improving the Diagnostic of Tuberculosis","2013-03-22","2019-02-08","2019-02-08",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC","tuberculosis"
78,"NCT01135043","2010-05-28","2010-05-28",NA,"Interventional","Phase 4",188,"Unknown status","The Impact of the Simple Verbal Intervention for Adequately Collecting Sputum and the Acceptable Specimen Based on Gram Stain, on the Results of Sputum Acid-fast Bacilli Smear Testing","Simple Verbal Intervention for Adequately Collecting Sputum","2009-07-01","2010-09-01","2010-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis"
79,"NCT00811343","2014-01-06","2008-12-18",NA,"Interventional","Not Applicable",430,"Completed","Impact of New Immunological Diagnosis Tests of Latent Tuberculosis in Adults Patients Who Need Anti TNF Therapy.","Impact of New Immunological Diagnosis Tests of Latent Tuberculosis Before Anti TNF Therapy","2008-12-01","2012-06-01","2010-12-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC","tuberculosis"
80,"NCT01156623","2015-02-11","2010-06-30",NA,"Interventional","Not Applicable",36,"Completed","Value of EBUS-TBNA for Mediastinal Lymph Nodes in Non-small Cell Lung Cancer in a Tuberculosis-endemic Country","Endobronchial Ultrasound Guided Transbronchial Aspiration (EBUS-TBNA) in Non Small Cell Lung Cancer (NSCLC) in a Tuberculosis-endemic Country","2010-06-01","2013-08-01","2012-10-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Taiwan","HIC","tuberculosis"
81,"NCT03363178","2017-12-15","2017-11-30",NA,"Interventional","Phase 1",20,"Unknown status","A Single-arm, Open-label, Single-center, Phase 1 Study to Investigate the Safety and Efficacy of GC3107 (BCG Vaccine) After Intradermal Administration in Healthy Adults","Study to Investigate the Safety and Efficacy of GC3107 (BCG Vaccine) in Healthy Adults","2017-12-14","2018-03-31","2018-03-31",FALSE,NA,"None (Open Label)","INDUSTRY",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis"
82,"NCT03010111","2017-01-03","2016-12-17",NA,"Interventional","Not Applicable",240,"Unknown status","Latent Tuberculosis Infection in Korean Health Care Workers Using Interferon Gamma Releasing Assay","Latent Tuberculosis Infection in Korean Health Care Workers","2016-12-01","2017-12-01","2017-12-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis"
83,"NCT01690403","2015-02-26","2012-09-13",NA,"Interventional","Phase 1",25,"Completed","An Open-label, Non-randomized, Single Sequence, Two Periods, Four-treatment, Three Parallel Groups Pharmacokinetic Interaction Study of Repeated Oral Doses (Daily or Weekly Regimen) of Rifapentine on ATRIPLA™ (Fixed Dose Combination of Efavirenz, Emtricitabine and Tenofovir Disoproxil Fumarate) Given to HIV+ Patients","Interaction Study to Assess the Pharmacokinetic Interaction of Oral Administration of Rifapentine on ATRIPLA™ in HIV Patients","2012-12-01","2014-03-01","2014-03-01",FALSE,"Non-Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis"
84,"NCT02467608","2022-06-14","2015-05-31",NA,"Interventional","Phase 2/Phase 3",557,"Completed","A Randomized, Double-Blind, Active Drug Controlled Study to Assess the Efficacy of HUEXC030 as Add-on Excipient to Eradicate Anti-Tuberculosis Drugs Induced Liver Injury in Subjects With Pulmonary Tuberculosis","Efficacy of HUEXC030 in Subjects With Pulmonary Tuberculosis","2012-12-06","2019-01-09","2019-01-09",FALSE,"Randomized","Triple","INDUSTRY",TRUE,"Multicentric Local","Taiwan","HIC","tuberculosis"
85,"NCT00866190","2011-11-03","2009-03-19",NA,"Interventional","Phase 1",10,"Completed","A Phase 1B, Randomized, Placebo-Controlled, Double-Blinded, Dose-Escalation Study to Evaluate Safety, Tolerability and Pharmacokinetics of Single-Daily Doses of SQ109 in Normal, Healthy Male and Female Volunteers","Dose Escalation Study of SQ109 in Healthy Adult Volunteers","2009-04-01","2009-11-01","2009-11-01",FALSE,"Randomized","Double","NIH",FALSE,"Monocentric","United States","HIC","tuberculosis"
86,"NCT02365623","2019-10-30","2015-02-13",NA,"Interventional","Phase 2",6,"Completed","An Open-Label Study to Explore the Safety, Efficacy and Pharmacokinetics of TMC207 in Japanese Patients With Pulmonary Multi-Drug Resistant Tuberculosis (MDR-TB)","An Exploratory Study of TMC207 in Japanese Participants With Pulmonary Multi-Drug Resistant Tuberculosis (MDR-TB)","2015-02-18","2018-11-08","2018-11-08",FALSE,NA,"None (Open Label)","INDUSTRY",TRUE,"Multicentric Local","Japan","HIC","tuberculosis"
87,"NCT02393586","2017-04-03","2015-03-06",NA,"Interventional","Phase 1",43,"Completed","Evaluating Pharmacokinetics and Whole Blood Bactericidal Activity Against Mycobacterium Tuberculosis of Single Doses of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers","Whole Blood Bactericidal Activity (WBA) Against Mycobacterium Tuberculosis of Faropenem Plus Amoxicillin/Clavulanic Acid in Healthy Volunteers","2015-02-01","2015-10-01","2015-10-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Singapore","HIC","tuberculosis"
88,"NCT01798095","2013-02-21","2013-01-31",NA,"Interventional","Phase 2",152,"Unknown status","A Randomized, Double-blind, Equivalence Study of the Specificity of Tuberculin Purified Protein Derivative (PPD) (Aplisol®) in Comparison With a Reference Standard","Equivalence Study of Specificity of PPD","2013-02-01","2013-07-01","2013-05-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis"
89,"NCT01730664","2017-08-24","2012-11-09",NA,"Interventional","Phase 2",12,"Completed","Pharmacokinetics and Pharmacodynamics of Ertapenem in Patients With Tuberculosis","PK/PD of Ertapenem In Patients With TB","2017-01-26","2017-07-13","2017-07-13",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","tuberculosis"
90,"NCT00992069","2021-10-28","2009-10-01",NA,"Interventional","Phase 1",37,"Completed","A Phase I, Safety, Tolerability, and Pharmacokinetic Interaction Study of Single-Dose TMC207 and Efavirenz in Healthy Volunteers","Safety, Tolerability, and Effect of TMC207 and Efavirenz in Healthy Volunteers","2009-12-01","2010-12-01","2010-12-01",FALSE,NA,"None (Open Label)","NIH",TRUE,"Multicentric Local","United States","HIC","tuberculosis"
91,"NCT01960257","2021-05-10","2013-10-08","2020-05-12","Interventional","Phase 4",92,"Completed","A Pilot Clinical Trial Characterizing Use of Ingestion Sensor Enabled Rifamate in Comparison to Directly Observed Therapy for the Treatment of Tuberculosis","Wirelessly Observed Therapy in Comparison to Directly Observed Therapy for the Treatment of Tuberculosis","2013-10-25","2017-01-31","2017-01-31",TRUE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","United States","HIC","tuberculosis"
92,"NCT02076139","2018-10-30","2014-02-20",NA,"Interventional","Not Applicable",47,"Completed","Pilot Clinical Trial, Double-blind, Randomized, Placebo Controlled and Masked to Evaluate the Tolerability and Immunogenicity of Nyaditum Resae® Probiotic Administered to Adults With or Without Latent Tuberculosis Infection","Safety and Immunogenicity of Nyaditum Resae® Probiotic to Protect From Tuberculosis","2014-03-01","2015-07-01","2014-06-01",FALSE,"Randomized","Triple","INDUSTRY",FALSE,"Monocentric","Spain","HIC","tuberculosis"
93,"NCT01214993","2012-06-07","2010-10-01",NA,"Interventional","Phase 1",38,"Completed","A Phase 1, Open Label, Placebo-Controlled Study to Evaluate the Effect of GSK1349572 on Iohexol and Para-Aminohippurate Clearance in Healthy Subjects","A Phase 1, Open Label, Placebo-Controlled Study to Evaluate the Effect of GSK1349572 on Iohexol and Para-Aminohippurate Clearance in Healthy Subjects","2010-10-01","2010-11-01","2010-11-01",FALSE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis"
94,"NCT00793702","2013-01-18","2008-11-17",NA,"Interventional","Phase 1",42,"Completed","An Open Phase I Clinical Trial on the Safety and Risk of Sensitisation by Escalating Doses and Repeated Injections of the rdESAT-6 + rCFP-10 Skin Test Reagent Following Intradermal Administration to Healthy Adults","Safety and Risk of Sensitisation of the rdESAT-6 + rCFP-10 Skin Test Following Repeated Intradermal Administration","2008-11-01","2009-07-01","2009-07-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Denmark","HIC","tuberculosis"
95,"NCT01497769","2013-07-01","2011-12-20",NA,"Interventional","Phase 1",24,"Completed","A Phase I Trial to Compare the Safety and Immunogenicity of Candidate TB Vaccine MVA85A Administered by the Aerosol Inhaled Route and the Intradermal Route in Healthy BCG-vaccinated Adult Subjects","Safety of Tuberculosis Vaccine, MVA85A, Administered by the Aerosol Route and the Intradermal Route","2011-09-01","2013-04-01","2012-10-01",FALSE,"Randomized","Single","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis"
96,"NCT01832987","2014-09-15","2013-04-11",NA,"Interventional","Phase 2",12,"Completed","Pharmacokinetic Parameters of 960 mg Co-trimoxazole Once Daily in Patients With Tuberculosis","Pharmacokinetic Parameters of Co-trimoxazole","2013-10-01","2014-08-01","2014-08-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","tuberculosis"
97,"NCT01436929","2012-12-13","2011-09-16",NA,"Interventional","Not Applicable",600,"Unknown status","Effect of Prophylactic Use of Silymarin on Hepatotoxicity Induced by Anti-tuberculosis Drugs","Effect of Prophylactic Use of Silymarin on Hepatotoxicity Induced by Anti-tuberculosis Drugs","2011-09-01","2013-12-01","2013-10-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis"
98,"NCT02602509","2017-04-12","2015-11-06",NA,"Interventional","Phase 1",18,"Completed","Evaluating Celecoxib Activity in Mycobacterium Tuberculosis: A Whole Blood Bactericidal Activity Study in Healthy Volunteers","Evaluating Celecoxib Activity in Mycobacterium Tuberculosis: A Whole Blood Bactericidal Activity Study in Healthy Volunteers","2015-11-01","2016-02-01","2016-02-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Singapore","HIC","tuberculosis"
99,"NCT02088892","2015-01-21","2014-03-10",NA,"Interventional","Not Applicable",52,"Completed","A Clinical Challenge Study to Quantify BCG at the Challenge Site of Healthy Volunteers Receiving Either Intradermal BCG SSI or BCG TICE at Standard or High Dose","A Clinical Challenge Study of BCG in Healthy Volunteers","2014-03-01","2015-01-01","2015-01-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","United Kingdom","HIC","tuberculosis"
100,"NCT01868464","2020-01-23","2013-05-30",NA,"Interventional","Phase 1",92,"Completed","Phase I Open-Label Dose Escalation Trial for the Development of a Human BCG Challenge Model for Assessment of TB Immunity","Challenge Model for Assessment of Human TB Immunity","2014-05-28","2017-12-18","2017-12-18",FALSE,"Non-Randomized","None (Open Label)","NIH",TRUE,"Multicentric Local","United States","HIC","tuberculosis"
