nct_id,name,city,country
NCT03927378,Women's Hospital School Of Medicine Zhejiang University,Hanzhou,China
NCT02532504,Orangi Town,Karachi,Pakistan
NCT02791932,Beth Lewis,Minneapolis,United States
NCT06293274,Kocaeli University,Kocaeli,Turkey
NCT05353491,Human Development Research Foundation,Rawalpindi,Pakistan
NCT06057012,Cenexel CNR,Sherman Oaks,United States
NCT06057012,CenExel CNS-Torrance,Torrance,United States
NCT06057012,Clinical Research Center of Florida,Boynton Beach,United States
NCT06057012,"Aventura Clinical Research, LLC",Davie,United States
NCT06057012,South Florida Research Phase I-IV Inc,Miami Springs,United States
NCT06057012,"Synexus Clinical Research US, Inc.",Atlanta,United States
NCT06057012,Cenexel ACMR Atlanta Center for Medical Research,Atlanta,United States
NCT06057012,"iResearch Atlanta, LLC",Decatur,United States
NCT06057012,Research Carolina Elite,Denver,United States
NCT06057012,North Texas Clinical Trials,Fort Worth,United States
NCT06057012,Maximos OB/GYN,League City,United States
NCT06148831,Nurturely,Eugene,United States
NCT04108533,Hospital of the University Of Pennsylvania,Philadelphia,United States
NCT02813174,Palo Alto University,Palo Alto,United States
NCT03654261,McMaster University,Hamilton,Canada
NCT00059228,"National Institutes of Health Clinical Center, 9000 Rockville Pike",Bethesda,United States
NCT02516982,East Lancashire,Blackburn,United Kingdom
NCT05299398,Parkwood Institute Mental Health Care Building,London,Canada
NCT00942721,University of Iowa,Iowa City,United States
NCT00942721,Oregon Research Institute,Eugene,United States
NCT00942721,University of Melbourne,Heidelberg Heights,Australia
NCT02516982,Royal Bolton Hospital,Bolton,United Kingdom
NCT02516982,Burton Hospitals,Burton,United Kingdom
NCT02516982,The Pennine Acute Hospitals,Crumpsall,United Kingdom
NCT02516982,Hinchinbrooke Hospital,Huntingdon,United Kingdom
NCT02516982,East Midlands CRN,Lincoln,United Kingdom
NCT02516982,Chelsea & Westminster Hospital,London,United Kingdom
NCT05038085,Gazi University,Ankara,Turkey
NCT02516982,Hillingdon Hospitals,London,United Kingdom
NCT02516982,Northwick Park Hospital,London,United Kingdom
NCT03381495,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,China
NCT02516982,West Middlesex Hospital,London,United Kingdom
NCT02516982,North of England,Newcastle,United Kingdom
NCT02516982,Shrewsburty & Telford Hospital,Shrewsbury,United Kingdom
NCT02516982,University Hospitals of North Midlands,Stoke-on-Trent,United Kingdom
NCT02516982,"Wrightington, Wigan and Leigh NHS",Wigan,United Kingdom
NCT03167905,KK Women's and Children's Hospital,Singapore,Singapore
NCT04857593,"Maurice Wohl Clinical Neuroscience Institute, 5 Cutcombe Rd, Brixton, London SE5 9RT",London,United Kingdom
NCT02692404,Magee Womens Hospital of UPMC,Pittsburgh,United States
NCT02692404,The Midwife Center for Birth and Womens Health,Pittsburgh,United States
NCT03351465,"University of California, San Francisco",Oakland,United States
NCT04506489,Mathilde Pointurier,Besançon,France
NCT05225987,University of Health Sciences Etlik Zübeyde Hanim Gyn Diseases Education and Research Hospital,Ankara,Turkey
NCT05585164,Weill Cornell Medicine,New York,United States
NCT03346551,Damien JOLLY,Reims,France
NCT04706442,Alice Lee Centre for Nursing Studies,Singapore,Singapore
NCT04940585,NYU Langone Health,New York,United States
NCT00282776,"Women's Behavioral HealthCARE Program, Suite 410, 3501 Forbes Ave",Pittsburgh,United States
NCT04183946,"University of Zurich, Department of Psychology - Clinical Psychology and Psychotherapy",Zürich,Switzerland
NCT03210155,Primay care; OB-GYN Clinic,Austin,United States
NCT05345834,Unity Healthcare - Brentwood,Washington,United States
NCT04565730,Istanbul Medipol University Hospital,Istanbul,Turkey
NCT03210155,Primary care; OB-GYN Clinic,Corpus Christi,United States
NCT05209789,Bordeaux Public Hospital,Bordeaux,France
NCT02355067,The Children's Hospital of Philadelphia,Philadelphia,United States
NCT02790905,Shoklo Malaria Research Unit,Mae Sot,Thailand
NCT05209789,Havre Public Hospital Maternity,Le Havre,France
NCT05209789,Reims Public Hospital Maternity,Reims,France
NCT03880032,Holy Family Hospital,Rawalpindi,Pakistan
NCT05209789,Rouen Public Hospital Maternity,Rouen,France
NCT05209789,Toulouse Child Guidance,Toulouse,France
NCT05209789,Toulouse Joseph Ducuing Maternity,Toulouse,France
NCT04138368,Ilanir shchori,Afula,Israel
NCT05209789,Toulouse Public Hospital Maternity,Toulouse,France
NCT00617045,Perinatal & Postpartum Research Program 142 Temple ST Suite 301,New Haven,United States
NCT06131255,Fondazione IRCCS Ca' Granda - Ospedale Maggiore Policlinico,Milan,Italy
NCT00361478,The Angliss Hospital,Ferntree Gully,Australia
NCT04073043,St. Mary's Hospital Centre,Montreal,Canada
NCT04279093,University of Manchester,Manchester,United Kingdom
NCT05958095,Healthcare Innovation and Technology Lab,New York,United States
NCT05423093,Johns Hopkins Bayview Medical Center,Baltimore,United States
NCT05766475,Denver Health Medical Center,Denver,United States
NCT05444179,Universiti Teknologi MARA,Shah Alam,Malaysia
NCT05588089,Fatma Yıldırım,Çorum,Turkey
NCT00370903,Oklahoma State University Center for Health Sciences Houston Parke Clinic,Tulsa,United States
NCT02122393,Austin Health,Melbourne,Australia
NCT03464630,Georgia State University,Atlanta,United States
NCT00795652,IWK Health Centre,Halifax,Canada
NCT04844138,University of Manitoba,Winnipeg,Canada
NCT03247491,Universidad Nacional de Educacion a Distancia,Valladolid,Spain
NCT05322161,Seattle Children's Hospital,Seattle,United States
NCT05322161,University of Washington,Seattle,United States
NCT03022526,Magee Womens Hospital of UPMC,Pittsburgh,United States
NCT06276647,Hospital of the University of Pennsylvania,Philadelphia,United States
NCT03573713,FH Uganda - Kitgum,Kitgum,Uganda
NCT06282419,Atatürk University,Erzurum,Turkey
NCT04332146,Queen Mary Hospital,Hong Kong,Hong Kong
NCT06355375,Gabriele Saccone,Naples,Italy
NCT06277661,The Ohio State University,Columbus,United States
NCT06316193,IRCCS Ospedale San Raffaele,Milano,Italy
NCT04769700,Instituto Mexicano del Seguro Social,Guadalajara,Mexico
NCT05751746,Seoul National University Bundang Hospital,Seongnam-si,"Korea, Republic of"
NCT02566980,Spectrum Health System,Grand Rapids,United States
NCT02566980,Van Andel Research Institute,Grand Rapids,United States
NCT02566980,Pine Rest Christian Mental Health Services,Grand Rapids,United States
NCT02210702,Sentara Norfolk General Hospital,Norfolk,United States
NCT02053649,Miriam Hospital Women's Medicine Collaborative,Providence,United States
NCT00380419,University of Michigan,Ann Arbor,United States
NCT04923698,Ghada Ebrahim Elrefaye,Giza,Egypt
NCT02057627,MGH Insiitute of Health Professions,Boston,United States
NCT03212547,Clinica Alemana de Santiago,Santiago,Chile
NCT04472065,Massachusetts General Hospital,Boston,United States
NCT01178008,Kwong Wah Hospital,Hong Kong,Hong Kong
NCT01178008,Queen Mary Hospital,Hong Kong,Hong Kong
NCT01178008,Tsan Yuk Hospital,Hong Kong,Hong Kong
NCT00384943,McGill University Health Centre,Montreal,Canada
NCT01309516,Civil hospital,Karachi,Pakistan
NCT03777046,Texas Children's Hospital - Women's Pavilion,Houston,United States
NCT03777046,Texas Children's Hospital,Houston,United States
NCT03039530,Niagara Region Public Health,Thorold,Canada
NCT01309516,Abbasi Shaheed hospital Karachi,Karachi,Pakistan
NCT04815044,Therese Fostervold Mathisen,Fredrikstad,Norway
NCT02978326,Sage Investigational Site,Little Rock,United States
NCT02978326,Sage Investigational Site,Beverly Hills,United States
NCT02978326,Sage Investigational Site,Oceanside,United States
NCT02978326,Sage Investigational Site,Wildomar,United States
NCT02978326,Sage Investigational Site,Washington,United States
NCT02978326,Sage Investigational Site,Aventura,United States
NCT02978326,Sage Investigational Site,Miami,United States
NCT02978326,Sage Investigational Site,Orlando,United States
NCT02978326,Sage Investigational Site,Pensacola,United States
NCT02978326,Sage Investigational SIte,Pinellas Park,United States
NCT02978326,Sage Investigational Site,Atlanta,United States
NCT02978326,Sage Investigational Site,Decatur,United States
NCT02978326,Sage Investigational Site,Hoffman Estates,United States
NCT02978326,Sage Investigational Site,Owensboro,United States
NCT02978326,Sage Investigational Site,Lake Charles,United States
NCT02978326,Sage Investigational Site,New Orleans,United States
NCT02978326,Sage Investigational Site,Saint Charles,United States
NCT02978326,Sage Investigational Site,Las Vegas,United States
NCT02978326,Sage Investigational Site,Manhasset,United States
NCT02978326,Sage Investigational Site,New York,United States
NCT02978326,Sage Investigational Site,Chapel Hill,United States
NCT02978326,Sage Investigational Site,Raleigh,United States
NCT04836585,Women's College Hospital,Toronto,Canada
NCT02978326,Sage Investigational Site,Providence,United States
NCT02978326,Sage Investigational Site,Fort Worth,United States
NCT02978326,Sage Investigational Site,Houston,United States
NCT02978326,Sage Investigational Site,Richardson,United States
NCT02978326,Sage Investigational Site,Orem,United States
NCT04068662,University of Notre Dame,Notre Dame,United States
NCT04068662,University of Memphis,Memphis,United States
NCT05698394,Hunan Provincial Maternal and Child Health Care Hospital,Changsha,China
NCT05698394,Women's Hospital of Nanjing Medical University,Nanjing,China
NCT05698394,"Women's Hospital, Zhejiang University School of Medicine",Hangzhou,China
NCT05698394,Peking University First Hospital,Beijing,China
NCT03665038,Sage Investigational Site,Jackson,United States
NCT03665038,Sage Investigational Site,Tempe,United States
NCT03665038,Sage Investigational Site,North Little Rock,United States
NCT03665038,Sage Investigational Site,Miramar,United States
NCT03665038,Sage Investigational Site,Orlando,United States
NCT03665038,Sage Investigational Site,Pensacola,United States
NCT03665038,Sage Investigational Site,Pinellas Park,United States
NCT03665038,Sage Investigational Site,Pompano Beach,United States
NCT03665038,Sage Investigational Site,Atlanta,United States
NCT03665038,Sage Investigational Site,Decatur,United States
NCT03665038,Sage Investigational Site,Edgewood,United States
NCT03665038,Sage Investigational Site,Owensboro,United States
NCT03665038,Sage Investigational Site,Flowood,United States
NCT01087112,"Department of Women's and Children's Health, Child and Adolescent Psychiatry Unit, Karolinska Institutet",Stockholm,Sweden
NCT05815433,Rockyview General Hospital,Calgary,Canada
NCT03665038,Sage Investigational Site,Chapel Hill,United States
NCT04860661,Tongji Hospital,Wuhan,China
NCT03665038,Sage Investigational Site,Middleburg Heights,United States
NCT03665038,Sage Investigational Site,Houston,United States
NCT03665038,Sage Investigational Site,League City,United States
NCT02191423,The Tel-Aviv Sourasky Medical Center,Tel-Aviv,Israel
NCT04636398,Post Graduate Institute for Medical Education and Research (PGIMER),Chandigarh,India
NCT04364646,Feinstein Institute For Medical Research,Glen Oaks,United States
NCT04364646,University of North Carolina,Chapel Hill,United States
NCT04364646,Rhode Island Hospital,Providence,United States
NCT04087317,Rambam,Ramat Yishai,Israel
NCT04576754,Woebot Labs Inc,San Francisco,United States
NCT00929409,Sykehuset Innlandet HF,Lillehammer,Norway
NCT00929409,St Olavs Hospital,Trondheim,Norway
NCT00929409,"Department of Obstetrics, Vestre Viken Hospital Trust",Drammen,Norway
NCT02148965,Physical Education School,Pelotas,Brazil
NCT04933708,Hospital of the University of Pennsylvania,Philadelphia,United States
NCT04227704,Washington University in St. Louis,Saint Louis,United States
NCT01280474,Taipei Medical University,Taipei,Taiwan
NCT00681668,Research Site,Herten,Germany
NCT04296734,Northwestern University Feinberg School of Medicine,Chicago,United States
NCT03417960,Medical University of South Carolina,Charleston,United States
NCT03837392,University of Iowa,Iowa City,United States
NCT02505984,Massachusetts General Hosptial,Boston,United States
NCT01217658,University of Texas Health Science Center at Houston,Houston,United States
NCT02953626,Women's College Research Institute,Toronto,Canada
NCT01328613,"National Institute of Aging, Clinical Research Unit",Baltimore,United States
NCT02682004,Zeynep Kamil Maternity and Pediatric Research and Training Hospital,İstanbul,Turkey
NCT03427528,Northwestern University,Chicago,United States
NCT04821544,Kootenai Health,Coeur d'Alene,United States
NCT03709004,University of California Medical Center,Sacramento,United States
NCT03793569,Penn State Hershey Medical Center,Hershey,United States
NCT04821544,Oregon Health & Science University,Portland,United States
NCT02121496,Columbia University Medical Center,New York,United States
NCT02221895,Madigan Army Medical Center,Tacoma,United States
NCT00782912,St. Michael's Hospital,Toronto,Canada
NCT05040581,McMaster University,Hamilton,Canada
NCT00951717,Mount Sinai Hospital,New York,United States
NCT04285684,Ketamine Research Foundation,San Anselmo,United States
NCT03715218,NMP Medical Reserach Institute,Jaipur,India
NCT02526433,"Centre for Performance Science, Royal College of Music",London,United Kingdom
NCT05764213,Medical University of South Carolina,Charleston,United States
NCT05285215,KK Women's and Children's Hospital,Singapore,Singapore
NCT04834622,"Maurice Wohl Clinical Neuroscience Institute, 5 Cutcombe Rd, Brixton, London SE5 9RT",London,United Kingdom
NCT04169334,COpenhagen University Hospital Hvidovre,Hvidovre,Denmark
NCT03336541,"Department of Anesthesiology and Critical Care Medicine, Peking University First Hospital",Beijing,China
NCT04441879,"Faculty of Psychology and Education Sciences, University of Coimbra",Coimbra,Portugal
NCT03763435,Bartin State Hospital,Bartin,Turkey
NCT01175603,People's Community Health Center,Baltimore,United States
NCT02285504,Sage Investigational Site,Chapel Hill,United States
NCT01175603,DRUM Healthy Families,Baltimore,United States
NCT01175603,Maternal and Infant Nursing Program,Baltimore,United States
NCT01175603,Sinai Hospital Perinatal Depression Outreach Program,Baltimore,United States
NCT02526407,Chelsea and Westminster Hospital,London,United Kingdom
NCT02526407,"Centre for Performance Science, Royal College of Music",London,United Kingdom
NCT03438071,CHU DE Poitiers,Poitiers,France
NCT04853693,National Institute of Mental Health,Klecany,Czechia
NCT04366817,Service médecine foetale-Hôpital Trousseau,Paris,France
NCT05772897,University of Colorado Denver,Denver,United States
NCT03415321,Necmettin Erbakan University,Konya,Turkey
NCT03420755,Northwestern University,Chicago,United States
NCT03309163,"Xinqiao Hospital, Third Military Medical University",Chongqing,China
NCT04442503,Sage Investigational Site,Providence,United States
NCT04442503,Sage Investigational site,Charleston,United States
NCT04442503,Sage Investigational Site,Dallas,United States
NCT04442503,Sage Investigational Site,Fort Worth,United States
NCT04442503,Sage Investigational Site,Houston,United States
NCT04442503,Sage Investigational Site,League City,United States
NCT04442503,Sage Investigational Site,Richardson,United States
NCT04442503,Sage Investigational Site,San Antonio,United States
NCT04442503,Sage Investigational Site,North Chesterfield,United States
NCT04442503,Sage Investigational Site,Bellevue,United States
NCT04442503,Sage Investigational Site,Barcelona,Spain
NCT04442503,Sage Investigational Site,Barcelona,Spain
NCT04442503,Sage Investigational Site,Barcelona,Spain
NCT04442503,Sage Investigational Site,Collado-Villalba,Spain
NCT04442503,Sage Investigational Site,Madrid,Spain
NCT04442503,Sage Investigational Site,Oviedo,Spain
NCT04442503,Sage Investigational Site,Sabadell,Spain
NCT04442503,Sage Investigational Site,Valladolid,Spain
NCT04442503,Sage Investigational Site,Vigo,Spain
NCT04442503,Sage Investigational Site,Runwell,United Kingdom
NCT04442503,Sage Investigational Site,Preston,United Kingdom
NCT04442503,Sage Investigational Site,Morpeth,United Kingdom
NCT04442503,Sage Investigational Site,Headington,United Kingdom
NCT04442503,Sage Investigational Site,Maidstone,United Kingdom
NCT04442503,Sage Investigational Site,Scottsdale,United States
NCT04442503,Sage Investigational Site,Bentonville,United States
NCT04442503,Sage Investigational Site,Anaheim,United States
NCT04442503,Sage Investigational Site,Bellflower,United States
NCT04442503,Sage Investigational Site,Beverly Hills,United States
NCT04442503,Sage Investigational Site,Costa Mesa,United States
NCT04442503,Sage Investigational Site,Imperial,United States
NCT04442503,Sage Investigational Site,Lemon Grove,United States
NCT04442503,Sage Investigational Site,Norwalk,United States
NCT04442503,Sage Investigational Site,Oceanside,United States
NCT04442503,Sage Investigational Site,Orange,United States
NCT04442503,Sage Investigational Site,Orange,United States
NCT04442503,Sage Investigational Site,Redlands,United States
NCT04442503,Sage Investigational Site,San Bernardino,United States
NCT04442503,Sage Investigational Site,Sherman Oaks,United States
NCT04442503,Sage Investigational Site,Torrance,United States
NCT04442503,Sage Investigational Site,Aurora,United States
NCT04442503,Sage Investigational Site,Norwich,United States
NCT04442503,Sage Investigational Site,Boynton Beach,United States
NCT04442503,Sage Investigational Site,Hialeah,United States
NCT04442503,Sage Investigational Site,Jacksonville,United States
NCT04442503,Sage Investigational Site,Miami Springs,United States
NCT04442503,Sage Investigational Site,Miami,United States
NCT04442503,Sage Investigational Site,Miramar,United States
NCT04442503,Sage Investigational Site,Orlando,United States
NCT04442503,Sage Investigational Site,Orlando,United States
NCT04442503,Sage Investigational Site,Pensacola,United States
NCT04442503,Sage Investigational Site,Pinellas Park,United States
NCT04442503,Sage Investigational Site,Pompano Beach,United States
NCT04442503,Sage Investigational Site,Alpharetta,United States
NCT04442503,Sage Investigational Site,Atlanta,United States
NCT04442503,Sage Investigational Site,Decatur,United States
NCT04442503,Sage Investigational Site,Savannah,United States
NCT04442503,Sage Investigational Site,Idaho Falls,United States
NCT04442503,Sage Investigational Site,Hoffman Estates,United States
NCT04442503,Sage Investigational Site,Lincolnwood,United States
NCT04442503,Sage Investigational Site,Wichita,United States
NCT04442503,Sage Investigational Site,New Orleans,United States
NCT04442503,Sage Investigational Site,Boston,United States
NCT04442503,Sage Investigational Site,Detroit,United States
NCT04442503,Sage Investigational Site,Flowood,United States
NCT04442503,Sage Investigational Site,Saint Charles,United States
NCT04442503,Sage Investigational Site,Saint Louis,United States
NCT04442503,Sage Investigational Site,Saint Louis,United States
NCT04442503,Sage Investigational Site,Las Vegas,United States
NCT04442503,Sage Investigational Site,Marlton,United States
NCT04442503,Sage Investigational Site,Brooklyn,United States
NCT04442503,Sage Investigational Site,Glen Oaks,United States
NCT04442503,Sage Investigational Site,New York,United States
NCT04442503,Sage Investigational Site,Chapel Hill,United States
NCT04442503,Sage Investigational Site,Charlotte,United States
NCT04442503,Sage Investigational Site,Denver,United States
NCT04442503,Sage Investigational Site,Beachwood,United States
NCT04442503,Sage Investigational Site,Mayfield Heights,United States
NCT04442503,Sage Investigational SIte,North Canton,United States
NCT04442503,Sage Investigational Site,Oklahoma City,United States
NCT04442503,Sage Investigational Site,Allentown,United States
NCT04442503,Sage Investigational Site,Moosic,United States
NCT03791749,Royal Free Hospital,London,United Kingdom
NCT04845347,University of Michigan,Ann Arbor,United States
NCT01312883,Mount Sinai Hospital,New York,United States
NCT05215028,ILC,Le Mans,France
NCT03357965,Gaziantep Sahinbey Baglarbasi Family Health Center,Gaziantep,Turkey
NCT02495350,Beilinson hospital,Petach tikvah,Israel
NCT03803189,South East Toronto Family Health Team,Toronto,Canada
NCT03803189,Women's College Hospital Family Practice Health Centre,Toronto,Canada
NCT03791021,Aya Mohr Sasson,Ramat -Gan,Israel
NCT06207916,Vrinnevisjukhuset,Norrköping,Sweden
NCT05845840,CMAX,Adelaide,Australia
NCT05821569,IRCCS Burlo Garofolo,Trieste,Italy
NCT04813341,Anmol Hospital Phalia,Jhelum,Pakistan
NCT06208852,Children's Hospital of Philadelphia,Philadelphia,United States
NCT05622305,McMaster University,Hamilton,Canada
NCT06053515,University of Maryland,College Park,United States
NCT05897619,Weill Cornell Medical College,New York,United States
NCT05503056,Washington Hospital Center,Washington,United States
NCT01744041,Washington University School of Medicine,Saint Louis,United States
NCT05044455,McMaster University,Hamilton,Canada
NCT01648816,Louis Mourier Hospital,Colombes,France
NCT04685148,Neurobiology Researc hUnit,Copenhagen,Denmark
NCT03196726,"Klinik Kesihatan Seksyen 7,",Shah Alam,Malaysia
NCT03196726,Klinik Kesihatan Kuala Lumpur,Kuala Lumpur,Malaysia
NCT03196726,Klinik Kesihatan Sg Besi,Kuala Lumpur,Malaysia
NCT03196726,Klinik Kesihatan Presint 11,Putrajaya,Malaysia
NCT03196726,Klinik Kesihatan Presint 9,Putrajaya,Malaysia
NCT03196726,Klinik Kesihatan Presint 18,Putrajaya,Malaysia
NCT03120208,CHU Clermont-Ferrand,Clermont-Ferrand,France
NCT03990389,University of Chicago,Chicago,United States
NCT03990389,NorthShore University HealthSystem,Skokie,United States
NCT06242717,BC Women's Hospital & Health Centre,Vancouver,Canada
NCT06275217,The Hong Kong Polytechnic University,Hong Kong,Hong Kong
NCT03887910,Northwell Health,Manhasset,United States
NCT05133583,Didem Simsek Kucukkelepce,Adiyaman,Turkey
NCT05173285,Royal Holloway University of London,Egham,United Kingdom
NCT05000879,University of Colorado Boulder,Boulder,United States
NCT05275413,Kwong Wah Hospital,Hong Kong,Hong Kong
NCT04998565,China Medical University Hospital,Taichung,Taiwan
NCT05275413,Tsan Yuk Hospital,Hong Kong,Hong Kong
NCT01439269,Morgan Stanley Children's Hospital,New York,United States
NCT03267043,The Valley Hospital,Ridgewood,United States
NCT03267043,Morgan Stanley Children's Hospital of New York (MSCHONY),New York,United States
NCT01002027,Austin Health,Melbourne,Australia
NCT02352142,Children's Hospital of New Jersey,Newark,United States
NCT03300713,CHU,Lille,France
NCT04934488,McMaster University,Hamilton,Canada
NCT02352142,Columbia University Data Coordinating Center,New York,United States
NCT02942004,Sage Investigational Site,Rogers,United States
NCT02942004,Sage Investigational Site,Chandler,United States
NCT05225025,Strong Hospital,Rochester,United States
NCT02942004,Sage Investigational Site,Lemon Grove,United States
NCT02942004,Sage Investigational Site,Orange,United States
NCT02942004,Sage Investigational Site,Ventura,United States
NCT02942004,Sage Investigational Site,Gainesville,United States
NCT02942004,Sage Investigational Site,Boston,United States
NCT02942004,Sage Investigational Site,Boston,United States
NCT02942004,Sage Investigational Site,Flowood,United States
NCT02942004,Sage Investigational Site,Marlton,United States
NCT02942004,Sage Investigational Site,Glen Oaks,United States
NCT02942004,Sage Investigational Site,Chapel Hill,United States
NCT02942004,Sage Investigational Site,Charlotte,United States
NCT02942004,Sage Investigational Site,Raleigh,United States
NCT02942004,Sage Investigational Site,Columbus,United States
NCT02942004,Sage Investigational Site,Dayton,United States
NCT02942004,Sage Investigational Site,Philadelphia,United States
NCT02942004,Sage Investigational Site,Houston,United States
NCT02942004,Sage Investigational Site,Houston,United States
NCT02942004,Sage Investigational Site,Richardson,United States
NCT02942004,Sage Investigational Site,San Antonio,United States
NCT02942004,Sage Investigational Site,Orem,United States
NCT04297956,University Hospital,Würzburg,Germany
NCT04297956,Sana Adipositaszentrum Offenbach,Offenbach am Main,Germany
NCT04297956,"Uniklinikum Aachen, Klinik für Allgemein-, Viszeral-und Transplantationschirurgie",Aachen,Germany
NCT04297956,Sana Adipositaszentrum NRW,Remscheid,Germany
NCT04297956,Adipositaszentrum Westküstenklinium Heide,Heide,Germany
NCT03638687,Johns Hopkins East Baltimore Medical Campus,Baltimore,United States
NCT01028482,Tel Aviv Sourasky Medical Center,Tel Aviv,Israel
NCT06237569,Inonu universitesi,Malatya,Turkey
NCT00711971,University of Michigan Hospital,Ann Arbor,United States
NCT02942004,Sage Investigational Site,Miami,United States
NCT02942004,Sage Investigational Site,Miramar,United States
NCT06136520,Betül Uncu,Istanbul,Turkey
NCT02942004,Sage Investigational Site,Orlando,United States
NCT00560027,Harriet Lane Clinic,Baltimore,United States
NCT02942004,Sage Investigational Site,Pensacola,United States
NCT02942004,Sage Investigational Site,Pinellas Park,United States
NCT02942004,Sage Investigational Site,Atlanta,United States
NCT02942004,Sage Investigational Site,Hoffman Estates,United States
NCT02942004,Sage Investigational Site,Wichita,United States
NCT02942004,Sage Investigational Site,Edgewood,United States
NCT02942004,Sage Investigational Site,Owensboro,United States
NCT02497677,"UCPH Babylab, University of Copenhagen",Copenhagen,Denmark
NCT05753176,McMaster University,Hamilton,Canada
NCT05893485,Texas Children's Pavilion for Women,Houston,United States
NCT03416010,Jacobi Medical Center,Bronx,United States
NCT04741776,Dartmouth-Hitchcock Clinic,Lebanon,United States
NCT04012580,"Online Therapy Unit, University of Regina",Regina,Canada
NCT03416010,OSU Total Health and Wellness,Columbus,United States
NCT03416010,OSUWMC OB/GYN Clinic,Columbus,United States
NCT03836430,Brigham and Women's Hospital,Boston,United States
