nct_id,intervention_type
NCT05764213,Behavioral
NCT03336541,Drug
NCT03336541,Drug
NCT00043602,Behavioral
NCT00043602,Behavioral
NCT00059228,Drug
NCT00059228,Drug
NCT00053651,Behavioral
NCT00183547,Behavioral
NCT00183547,Behavioral
NCT04093791,Behavioral
NCT04093791,Behavioral
NCT05299398,Drug
NCT05299398,Drug
NCT05148260,Behavioral
NCT05148260,Behavioral
NCT05997953,Other
NCT04857593,Behavioral
NCT03460756,Drug
NCT03460756,Drug
NCT02516982,Other
NCT02516982,Other
NCT02516982,Other
NCT02516982,Other
NCT05225987,Behavioral
NCT05893485,Behavioral
NCT05186272,Behavioral
NCT05186272,Behavioral
NCT05097586,Device
NCT05097586,Other
NCT05097586,Device
NCT04680585,Other
NCT04680585,Other
NCT04741971,Dietary Supplement
NCT04741971,Dietary Supplement
NCT05059600,Drug
NCT03228394,Drug
NCT03228394,Drug
NCT05038085,Behavioral
NCT00436150,Behavioral
NCT00436150,Behavioral
NCT03167905,Device
NCT03167905,Drug
NCT03167905,Drug
NCT03167905,Drug
NCT03167905,Drug
NCT03167905,Drug
NCT00402389,Drug
NCT00402389,Behavioral
NCT00402389,Drug
NCT04706442,Other
NCT04366817,Behavioral
NCT06246214,Device
NCT06246214,Device
NCT04853693,Behavioral
NCT04853693,Behavioral
NCT03438071,Other
NCT05891717,Other
NCT05891717,Other
NCT04940585,Other
NCT05345834,Behavioral
NCT05345834,Behavioral
NCT04045132,Behavioral
NCT04045132,Behavioral
NCT04565730,Other
NCT04565730,Other
NCT03210155,Device
NCT03210155,Device
NCT02355067,Behavioral
NCT02355067,Behavioral
NCT00518830,Other
NCT00518830,Other
NCT05585164,Behavioral
NCT03415321,Device
NCT03420755,Behavioral
NCT03420755,Behavioral
NCT00361478,Behavioral
NCT00361478,Behavioral
NCT04073043,Behavioral
NCT04183946,Behavioral
NCT04138368,Behavioral
NCT04138368,Behavioral
NCT00548743,Behavioral
NCT00548743,Behavioral
NCT05588089,Other
NCT05444179,Behavioral
NCT04844138,Behavioral
NCT03464630,Behavioral
NCT03464630,Behavioral
NCT03022526,Procedure
NCT03022526,Procedure
NCT03022526,Drug
NCT06282419,Other
NCT06282419,Other
NCT06276647,Behavioral
NCT02738021,Behavioral
NCT06042972,Other
NCT04332146,Behavioral
NCT04332146,Behavioral
NCT00228033,Drug
NCT05751746,Drug
NCT04663243,Behavioral
NCT06316193,Other
NCT00380419,Behavioral
NCT03715218,Other
NCT03715218,Other
NCT02210702,Drug
NCT02210702,Drug
NCT05772897,Behavioral
NCT00384943,Behavioral
NCT05209789,Behavioral
NCT05209789,Behavioral
NCT03880032,Behavioral
NCT04636398,Behavioral
NCT05040581,Behavioral
NCT04285684,Drug
NCT04442503,Drug
NCT04442503,Drug
NCT00560027,Other
NCT05753176,Behavioral
NCT04741776,Behavioral
NCT04741776,Behavioral
NCT00251342,Procedure
NCT03836430,Behavioral
NCT02272387,Dietary Supplement
NCT02272387,Other
NCT01602913,Drug
NCT01602913,Drug
NCT01602913,Drug
NCT04834622,Behavioral
NCT04834622,Behavioral
NCT01925664,Behavioral
NCT00617045,Drug
NCT04129476,Behavioral
NCT00298311,Behavioral
NCT06258655,Other
NCT05400382,Behavioral
NCT05423093,Behavioral
NCT01899534,Other
NCT04279093,Other
NCT00282776,Behavioral
NCT00282776,Behavioral
NCT05046405,Device
NCT03309163,Drug
NCT03309163,Drug
NCT03309163,Drug
NCT03763435,Behavioral
NCT05820958,Other
NCT05766475,Behavioral
NCT05766475,Behavioral
NCT03357965,Other
NCT01463202,Drug
NCT01463202,Drug
NCT05958095,Device
NCT05958095,Device
NCT05804708,Drug
NCT05110456,Behavioral
NCT03791749,Other
NCT04441879,Behavioral
NCT04441879,Behavioral
NCT04087317,Drug
NCT04087317,Drug
NCT04087317,Drug
NCT04087317,Drug
NCT04087317,Drug
NCT00795652,Behavioral
NCT02285504,Drug
NCT05643898,Behavioral
NCT02979444,Behavioral
NCT02526407,Behavioral
NCT02526407,Behavioral
NCT01175603,Behavioral
NCT00360204,Behavioral
NCT02953626,Behavioral
NCT01386086,Drug
NCT03470675,Drug
NCT03470675,Drug
NCT03470675,Drug
NCT05215028,Device
NCT04821544,Behavioral
NCT01407783,Behavioral
NCT04169334,Behavioral
NCT02495350,Other
NCT04685148,Drug
NCT04685148,Drug
NCT04845347,Device
NCT04845347,Device
NCT04769700,Behavioral
NCT04769700,Behavioral
NCT04769700,Behavioral
NCT03803189,Behavioral
NCT03791021,Diagnostic Test
NCT03791021,Diagnostic Test
NCT03791021,Diagnostic Test
NCT03791021,Diagnostic Test
NCT01312883,Behavioral
NCT05907213,Drug
NCT05907213,Drug
NCT05907213,Drug
NCT05907213,Drug
NCT06004232,Behavioral
NCT06004232,Behavioral
NCT05484999,Other
NCT05484999,Other
NCT05484999,Other
NCT06237569,Drug
NCT06208852,Other
NCT04414696,Behavioral
NCT06348316,Other
NCT06348316,Other
NCT05897619,Behavioral
NCT01482832,Behavioral
NCT01507649,Behavioral
NCT04644081,Behavioral
NCT04644081,Behavioral
NCT04644081,Drug
NCT04657107,Drug
NCT04657107,Other
NCT04657107,Drug
NCT00929409,Drug
NCT00929409,Drug
NCT04730570,Behavioral
NCT00681668,Drug
NCT05845840,Drug
NCT05845840,Drug
NCT01527448,Drug
NCT01527474,Drug
NCT05821569,Other
NCT05821569,Other
NCT01527786,Drug
NCT02559986,Other
NCT01744041,Behavioral
NCT01744041,Other
NCT04580901,Behavioral
NCT00951717,Behavioral
NCT03120208,Behavioral
NCT03120208,Behavioral
NCT03120208,Behavioral
NCT03120208,Behavioral
NCT03120208,Behavioral
NCT03196726,Behavioral
NCT03196726,Behavioral
NCT04813341,Other
NCT04813341,Other
NCT05693792,Other
NCT05551195,Device
NCT05551195,Device
NCT03990389,Device
NCT03887910,Other
NCT03887910,Other
NCT06305325,Behavioral
NCT05949190,Dietary Supplement
NCT05949190,Dietary Supplement
NCT05949190,Drug
NCT05949190,Drug
NCT05949190,Drug
NCT05949190,Behavioral
NCT05949190,Other
NCT05322161,Behavioral
NCT01646463,Behavioral
NCT01646463,Behavioral
NCT06275217,Behavioral
NCT06275217,Other
NCT06053515,Behavioral
NCT04934488,Behavioral
NCT04017442,Drug
NCT04017442,Drug
NCT05000879,Behavioral
NCT05622305,Behavioral
NCT01002027,Behavioral
NCT05503056,Other
NCT05503056,Other
NCT05044455,Behavioral
NCT02352142,Other
NCT02352142,Behavioral
NCT05225025,Behavioral
NCT05225025,Other
NCT02942004,Drug
NCT02942004,Drug
NCT02942004,Drug
NCT05173285,Diagnostic Test
NCT05173285,Behavioral
NCT05173285,Diagnostic Test
NCT05173285,Diagnostic Test
NCT01658098,Behavioral
NCT01379781,Behavioral
NCT05595512,Behavioral
NCT03416010,Behavioral
NCT05229913,Drug
NCT05229913,Drug
NCT05229913,Drug
NCT05229913,Drug
NCT05229913,Drug
NCT01028482,Drug
NCT01028482,Drug
NCT01028482,Other
NCT05133583,Other
NCT00711971,Drug
NCT00711971,Drug
NCT00711971,Drug
NCT05894681,Other
NCT06136520,Behavioral
NCT00601757,Behavioral
NCT00601757,Behavioral
NCT05763537,Behavioral
NCT05763537,Behavioral
NCT01298778,Drug
NCT01298778,Drug
NCT01298778,Drug
NCT06273423,Other
NCT05657886,Other
NCT05657886,Other
NCT06144294,Other
NCT06144294,Diagnostic Test
NCT03593473,Drug
NCT03593473,Drug
NCT02497677,Behavioral
NCT02497677,Behavioral
NCT04012580,Behavioral
NCT05295069,Behavioral
NCT04998565,Other
NCT04998565,Procedure
NCT04998565,Procedure
NCT05217251,Other
NCT04950868,Drug
NCT02094092,Other
NCT02094092,Other
NCT03285139,Behavioral
NCT05937867,Drug
NCT05937867,Drug
NCT05937867,Drug
NCT05937867,Drug
NCT05159726,Other
NCT05275413,Behavioral
NCT05275413,Behavioral
NCT05275413,Other
NCT03283254,Behavioral
NCT03283254,Behavioral
NCT05356026,Other
NCT03267043,Behavioral
NCT03267043,Behavioral
NCT01439269,Behavioral
NCT06048263,Behavioral
NCT06048263,Drug
NCT02726659,Drug
NCT02726659,Drug
NCT00001481,Drug
NCT00001481,Other
NCT00001481,Drug
NCT00816725,Behavioral
NCT02818075,Other
NCT02818075,Other
NCT01842542,Device
NCT05826327,Drug
NCT05826327,Drug
NCT02942017,Drug
NCT02942017,Drug
NCT06014892,Device
NCT06014892,Device
NCT06014892,Behavioral
NCT06014892,Behavioral
NCT01883479,Behavioral
NCT01883479,Behavioral
NCT04998721,Behavioral
NCT04998721,Behavioral
NCT06049433,Behavioral
NCT06049433,Behavioral
NCT06049433,Behavioral
NCT06049433,Behavioral
NCT06049433,Behavioral
NCT06049433,Behavioral
NCT01908959,Behavioral
NCT04211467,Other
NCT05196152,Behavioral
NCT05196152,Behavioral
NCT01935375,Behavioral
NCT01935375,Behavioral
NCT02867631,Behavioral
NCT02538497,Behavioral
NCT02538497,Behavioral
NCT05664529,Diagnostic Test
NCT03300713,Other
NCT03300713,Other
NCT04847362,Behavioral
NCT06310720,Other
NCT04820920,Behavioral
NCT04820920,Behavioral
NCT04820920,Behavioral
NCT06301087,Device
NCT06342310,Drug
NCT06070168,Other
NCT01947244,Behavioral
NCT01947244,Behavioral
NCT05268588,Behavioral
NCT05662423,Behavioral
NCT05662423,Behavioral
NCT05762133,Behavioral
NCT05285215,Procedure
NCT01967394,Other
NCT01967394,Other
NCT05830266,Behavioral
NCT05830266,Behavioral
NCT01977326,Behavioral
NCT01977326,Other
NCT04285437,Behavioral
NCT04167709,Other
NCT04193462,Other
NCT04193462,Other
NCT02769858,Device
NCT00633178,Behavioral
NCT00633178,Behavioral
NCT05813782,Behavioral
NCT05700760,Behavioral
NCT05700760,Behavioral
NCT02010840,Behavioral
NCT04913584,Behavioral
NCT02823418,Procedure
NCT02823418,Procedure
NCT06250933,Other
NCT00277108,Drug
NCT03703219,Other
NCT02532504,Other
NCT02710474,Behavioral
NCT02710474,Behavioral
NCT05655104,Other
NCT05595486,Other
NCT03267563,Behavioral
NCT03267563,Behavioral
NCT03267563,Behavioral
NCT06285916,Drug
NCT06285916,Drug
NCT06285916,Drug
NCT04264520,Behavioral
NCT05852314,Behavioral
NCT05269732,Behavioral
NCT02741206,Behavioral
NCT02741206,Behavioral
NCT02741206,Behavioral
NCT04693585,Behavioral
NCT04693585,Behavioral
NCT02059863,Behavioral
NCT05806463,Behavioral
NCT05887115,Behavioral
NCT05518162,Device
NCT05518162,Behavioral
NCT04183582,Behavioral
NCT06355375,Behavioral
NCT06277661,Behavioral
NCT06277661,Behavioral
NCT04487171,Other
NCT02862444,Other
NCT04427410,Diagnostic Test
NCT02883686,Behavioral
NCT05676918,Behavioral
NCT05676918,Behavioral
NCT04278456,Behavioral
NCT00392847,Behavioral
NCT00392847,Behavioral
NCT01178008,Procedure
NCT01178008,Procedure
NCT04135612,Other
NCT03777046,Behavioral
NCT03777046,Behavioral
NCT01309516,Behavioral
NCT00276900,Drug
NCT04815044,Other
NCT04815044,Other
NCT01453114,Behavioral
NCT04068662,Behavioral
NCT04068662,Behavioral
NCT01087112,Behavioral
NCT01087112,Behavioral
NCT03665038,Drug
NCT04037085,Drug
NCT05137925,Behavioral
NCT05137925,Behavioral
NCT01909167,Behavioral
NCT01909167,Other
NCT05815433,Other
NCT04860661,Drug
NCT04860661,Drug
NCT05362305,Behavioral
NCT04364646,Behavioral
NCT05830955,Other
NCT05830955,Other
NCT05830955,Other
NCT04348929,Other
NCT02121015,Behavioral
NCT02121015,Behavioral
NCT03024645,Behavioral
NCT03024645,Other
NCT05543746,Drug
NCT06056609,Other
NCT06046456,Other
NCT02661789,Drug
NCT02661789,Drug
NCT02454322,Drug
NCT05399784,Behavioral
NCT05399784,Behavioral
NCT00744328,Drug
NCT00744328,Drug
NCT00744328,Other
NCT00745537,Other
NCT00051246,Behavioral
NCT00051246,Behavioral
NCT00602732,Behavioral
NCT00602732,Behavioral
NCT00604604,Behavioral
NCT04818047,Behavioral
NCT03052374,Behavioral
NCT03809572,Behavioral
NCT05520580,Procedure
NCT00804739,Other
NCT02323152,Behavioral
NCT02323152,Other
NCT02843022,Behavioral
NCT02843022,Behavioral
NCT02843022,Behavioral
NCT00833469,Drug
NCT04043533,Behavioral
NCT02791932,Behavioral
NCT04368208,Other
NCT00961402,Behavioral
NCT00961402,Behavioral
NCT04108533,Behavioral
NCT04396509,Behavioral
NCT05400161,Behavioral
NCT05400161,Behavioral
NCT05044546,Behavioral
NCT05044546,Procedure
NCT05044546,Behavioral
NCT05044546,Other
NCT05044546,Other
NCT06131255,Drug
NCT02813174,Behavioral
NCT04933708,Behavioral
NCT04639752,Behavioral
NCT04639752,Behavioral
NCT00942721,Behavioral
NCT03417960,Device
NCT01217658,Behavioral
NCT01217658,Behavioral
NCT03924492,Drug
NCT02213601,Behavioral
NCT04296734,Behavioral
NCT02505984,Drug
NCT02505984,Drug
NCT03837392,Diagnostic Test
NCT03837392,Behavioral
NCT03837392,Diagnostic Test
NCT03837392,Diagnostic Test
NCT03427528,Behavioral
NCT03427528,Behavioral
NCT02614547,Drug
NCT02614547,Drug
NCT02682004,Other
NCT02682004,Other
NCT02235064,Drug
NCT02235064,Drug
NCT04925765,Other
NCT05206552,Other
NCT04964206,Procedure
NCT04964206,Procedure
NCT04414943,Drug
NCT04414943,Drug
NCT03927378,Drug
NCT03927378,Drug
NCT06293274,Procedure
NCT06148831,Device
NCT06057012,Drug
NCT05353491,Behavioral
NCT05353491,Behavioral
NCT03654261,Behavioral
NCT03949465,Device
NCT03709004,Other
NCT04617132,Behavioral
NCT01762943,Drug
NCT01762943,Drug
NCT01762943,Drug
NCT01452321,Procedure
NCT04273191,Drug
NCT05873569,Behavioral
NCT03221556,Behavioral
NCT03221556,Behavioral
NCT03381495,Drug
NCT04485000,Behavioral
NCT01587729,Drug
NCT04745494,Other
NCT04745494,Other
NCT03793569,Behavioral
NCT04506489,Other
NCT03351465,Behavioral
NCT02391870,Behavioral
NCT03346551,Behavioral
NCT03346551,Behavioral
NCT02387424,Behavioral
NCT02387424,Behavioral
NCT04442529,Behavioral
NCT02370576,Other
NCT05800509,Behavioral
NCT05800509,Device
NCT05077644,Device
NCT00602355,Drug
NCT00602355,Drug
NCT00602355,Behavioral
NCT00602355,Behavioral
NCT00602355,Behavioral
NCT05055674,Behavioral
NCT05055674,Behavioral
NCT06042166,Behavioral
NCT04845230,Behavioral
NCT02122393,Drug
NCT02122393,Behavioral
NCT03247491,Behavioral
NCT03573713,Other
NCT03573713,Behavioral
NCT05314361,Behavioral
NCT04051320,Drug
NCT04051320,Drug
NCT04051320,Drug
NCT02053649,Behavioral
NCT02053649,Other
NCT02221895,Other
NCT02221895,Other
NCT02057627,Behavioral
NCT02057627,Behavioral
NCT04437342,Other
NCT04437342,Other
NCT04437342,Other
NCT04437342,Other
NCT04146025,Behavioral
NCT04384887,Behavioral
NCT03596879,Behavioral
NCT03596879,Behavioral
NCT01838889,Behavioral
NCT03212547,Behavioral
NCT04355091,Behavioral
NCT05382884,Other
NCT04923698,Other
NCT03499756,Behavioral
NCT06221280,Procedure
NCT02441595,Behavioral
NCT02441595,Behavioral
NCT04472065,Dietary Supplement
NCT04472065,Other
NCT03039530,Behavioral
NCT03039530,Behavioral
NCT02978326,Drug
NCT02978326,Drug
NCT02978326,Drug
NCT06253676,Behavioral
NCT06253390,Behavioral
NCT06253390,Behavioral
NCT06252155,Other
NCT04847076,Behavioral
NCT04847076,Other
NCT04928742,Behavioral
NCT04350333,Behavioral
NCT04350333,Behavioral
NCT02121496,Behavioral
NCT04836585,Other
NCT05698394,Drug
NCT05698394,Drug
NCT05573009,Behavioral
NCT02191423,Drug
NCT02191423,Drug
NCT02191423,Behavioral
NCT04376021,Behavioral
NCT04576754,Device
NCT04576754,Device
NCT02148965,Behavioral
NCT04227704,Drug
NCT04227704,Drug
NCT05453734,Procedure
NCT04347499,Other
NCT00373750,Procedure
NCT04011592,Drug
NCT04011592,Drug
